Tanggal;Jam;Jenis;Kategori;Jumlah;Keterangan
22/07/2024;08:22;Pengeluaran;Makan Pagi;17000;Makan rutin
22/07/2024;11:08;Pengeluaran;Makan Siang;20000;Makan rutin
22/07/2024;11:27;Pengeluaran;Bensin;60000;Pengisian bensin mingguan
22/07/2024;20:16;Pengeluaran;Makan Malam;18000;Makan rutin
23/07/2024;07:05;Pengeluaran;Makan Pagi;22000;Makan rutin
23/07/2024;12:27;Pengeluaran;Makan Siang;16000;Makan rutin
23/07/2024;19:55;Pengeluaran;Makan Malam;16000;Makan rutin
24/07/2024;07:48;Pengeluaran;Makan Pagi;23000;Makan rutin
24/07/2024;12:42;Pengeluaran;Makan Siang;28000;Makan rutin
24/07/2024;20:08;Pengeluaran;Makan Malam;27000;Makan rutin
25/07/2024;07:12;Pengeluaran;Makan Pagi;20000;Makan rutin
25/07/2024;11:04;Pengeluaran;Makan Siang;24000;Makan rutin
25/07/2024;18:30;Pengeluaran;Makan Malam;21000;Makan rutin
26/07/2024;07:24;Pengeluaran;Makan Pagi;25000;Makan rutin
26/07/2024;12:56;Pengeluaran;Makan Siang;29000;Makan rutin
26/07/2024;20:59;Pengeluaran;Makan Malam;25000;Makan rutin
27/07/2024;06:10;Pengeluaran;Makan Pagi;20000;Makan rutin
27/07/2024;11:14;Pengeluaran;Makan Siang;25000;Makan rutin
27/07/2024;12:54;Pengeluaran;Rekreasi;142000;Jalan-jalan weekend
27/07/2024;20:32;Pengeluaran;Makan Malam;19000;Makan rutin
28/07/2024;07:46;Pengeluaran;Makan Pagi;19000;Makan rutin
28/07/2024;12:21;Pengeluaran;Makan Siang;17000;Makan rutin
28/07/2024;18:44;Pengeluaran;Makan Malam;23000;Makan rutin
29/07/2024;08:55;Pengeluaran;Makan Pagi;18000;Makan rutin
29/07/2024;11:44;Pengeluaran;Bensin;54000;Pengisian bensin mingguan
29/07/2024;13:33;Pengeluaran;Makan Siang;17000;Makan rutin
29/07/2024;18:03;Pengeluaran;Makan Malam;29000;Makan rutin
30/07/2024;07:21;Pengeluaran;Makan Pagi;21000;Makan rutin
30/07/2024;12:27;Pengeluaran;Makan Siang;20000;Makan rutin
30/07/2024;19:58;Pengeluaran;Makan Malam;27000;Makan rutin
31/07/2024;08:20;Pengeluaran;Makan Pagi;16000;Makan rutin
31/07/2024;12:19;Pengeluaran;Makan Siang;20000;Makan rutin
31/07/2024;19:21;Pengeluaran;Makan Malam;20000;Makan rutin
01/08/2024;07:26;Pengeluaran;Makan Pagi;18000;Makan rutin
01/08/2024;08:48;Pemasukan;Gaji;4000000;Gaji bulanan
01/08/2024;13:43;Pengeluaran;Makan Siang;19000;Makan rutin
01/08/2024;18:08;Pengeluaran;Belanja Bulanan;422000;Belanja kebutuhan bulanan
01/08/2024;18:14;Pengeluaran;Makan Malam;17000;Makan rutin
02/08/2024;07:37;Pengeluaran;Makan Pagi;24000;Makan rutin
02/08/2024;13:42;Pengeluaran;Makan Siang;22000;Makan rutin
02/08/2024;20:02;Pengeluaran;Makan Malam;21000;Makan rutin
03/08/2024;07:11;Pengeluaran;Makan Pagi;15000;Makan rutin
03/08/2024;12:33;Pengeluaran;Makan Siang;16000;Makan rutin
03/08/2024;19:47;Pengeluaran;Makan Malam;21000;Makan rutin
04/08/2024;07:28;Pengeluaran;Makan Pagi;17000;Makan rutin
04/08/2024;11:01;Pengeluaran;Makan Siang;27000;Makan rutin
04/08/2024;20:04;Pengeluaran;Makan Malam;17000;Makan rutin
05/08/2024;08:44;Pengeluaran;Makan Pagi;21000;Makan rutin
05/08/2024;09:05;Pengeluaran;Bensin;50000;Pengisian bensin mingguan
05/08/2024;11:14;Pengeluaran;Listrik Kos;176000;Tagihan listrik kos
05/08/2024;13:38;Pengeluaran;Makan Siang;22000;Makan rutin
05/08/2024;19:05;Pengeluaran;Makan Malam;19000;Makan rutin
06/08/2024;06:03;Pengeluaran;Makan Pagi;18000;Makan rutin
06/08/2024;12:14;Pengeluaran;Makan Siang;15000;Makan rutin
06/08/2024;20:24;Pengeluaran;Makan Malam;26000;Makan rutin
07/08/2024;06:03;Pengeluaran;Makan Pagi;19000;Makan rutin
07/08/2024;12:51;Pengeluaran;Makan Siang;18000;Makan rutin
07/08/2024;20:16;Pengeluaran;Makan Malam;29000;Makan rutin
08/08/2024;06:57;Pengeluaran;Makan Pagi;25000;Makan rutin
08/08/2024;11:15;Pengeluaran;Makan Siang;29000;Makan rutin
08/08/2024;19:32;Pengeluaran;Makan Malam;20000;Makan rutin
09/08/2024;08:11;Pengeluaran;Makan Pagi;15000;Makan rutin
09/08/2024;11:09;Pengeluaran;Makan Siang;15000;Makan rutin
09/08/2024;20:37;Pengeluaran;Makan Malam;20000;Makan rutin
10/08/2024;08:59;Pengeluaran;Makan Pagi;17000;Makan rutin
10/08/2024;13:08;Pengeluaran;Makan Siang;18000;Makan rutin
10/08/2024;20:50;Pengeluaran;Makan Malam;21000;Makan rutin
11/08/2024;07:41;Pengeluaran;Makan Pagi;17000;Makan rutin
11/08/2024;13:48;Pengeluaran;Makan Siang;17000;Makan rutin
11/08/2024;19:25;Pengeluaran;Makan Malam;26000;Makan rutin
12/08/2024;07:57;Pengeluaran;Makan Pagi;29000;Makan rutin
12/08/2024;10:23;Pengeluaran;Bensin;59000;Pengisian bensin mingguan
12/08/2024;12:39;Pengeluaran;Makan Siang;21000;Makan rutin
12/08/2024;18:56;Pengeluaran;Makan Malam;22000;Makan rutin
13/08/2024;06:52;Pengeluaran;Makan Pagi;17000;Makan rutin
13/08/2024;11:06;Pengeluaran;Makan Siang;20000;Makan rutin
13/08/2024;19:23;Pengeluaran;Makan Malam;28000;Makan rutin
14/08/2024;08:49;Pengeluaran;Makan Pagi;28000;Makan rutin
14/08/2024;13:55;Pengeluaran;Makan Siang;23000;Makan rutin
14/08/2024;18:20;Pengeluaran;Makan Malam;26000;Makan rutin
15/08/2024;06:21;Pengeluaran;Makan Pagi;23000;Makan rutin
15/08/2024;11:19;Pengeluaran;Makan Siang;17000;Makan rutin
15/08/2024;18:34;Pengeluaran;Makan Malam;19000;Makan rutin
16/08/2024;07:14;Pengeluaran;Makan Pagi;23000;Makan rutin
16/08/2024;13:20;Pengeluaran;Makan Siang;20000;Makan rutin
16/08/2024;19:17;Pengeluaran;Makan Malam;17000;Makan rutin
17/08/2024;06:29;Pengeluaran;Makan Pagi;25000;Makan rutin
17/08/2024;13:10;Pengeluaran;Makan Siang;19000;Makan rutin
17/08/2024;19:49;Pengeluaran;Makan Malam;22000;Makan rutin
18/08/2024;07:16;Pengeluaran;Makan Pagi;18000;Makan rutin
18/08/2024;11:03;Pengeluaran;Makan Siang;15000;Makan rutin
18/08/2024;20:57;Pengeluaran;Makan Malam;17000;Makan rutin
19/08/2024;07:57;Pengeluaran;Makan Pagi;27000;Makan rutin
19/08/2024;10:10;Pengeluaran;Bensin;63000;Pengisian bensin mingguan
19/08/2024;13:58;Pengeluaran;Makan Siang;21000;Makan rutin
19/08/2024;19:13;Pengeluaran;Makan Malam;28000;Makan rutin
20/08/2024;08:52;Pengeluaran;Makan Pagi;17000;Makan rutin
20/08/2024;11:46;Pengeluaran;Makan Siang;28000;Makan rutin
20/08/2024;20:59;Pengeluaran;Makan Malam;25000;Makan rutin
21/08/2024;07:56;Pengeluaran;Makan Pagi;15000;Makan rutin
21/08/2024;12:21;Pengeluaran;Makan Siang;27000;Makan rutin
21/08/2024;19:15;Pengeluaran;Makan Malam;16000;Makan rutin
22/08/2024;06:03;Pengeluaran;Makan Pagi;15000;Makan rutin
22/08/2024;13:30;Pengeluaran;Makan Siang;28000;Makan rutin
22/08/2024;19:53;Pengeluaran;Makan Malam;15000;Makan rutin
23/08/2024;07:10;Pengeluaran;Makan Pagi;29000;Makan rutin
23/08/2024;11:26;Pengeluaran;Makan Siang;29000;Makan rutin
23/08/2024;19:43;Pengeluaran;Makan Malam;17000;Makan rutin
24/08/2024;08:49;Pengeluaran;Makan Pagi;16000;Makan rutin
24/08/2024;11:41;Pengeluaran;Makan Siang;23000;Makan rutin
24/08/2024;13:10;Pengeluaran;Rekreasi;109000;Jalan-jalan weekend
24/08/2024;19:45;Pengeluaran;Makan Malam;19000;Makan rutin
25/08/2024;07:29;Pengeluaran;Makan Pagi;23000;Makan rutin
25/08/2024;09:22;Pengeluaran;Transportasi Umum;21000;Transportasi alternatif
25/08/2024;13:49;Pengeluaran;Makan Siang;19000;Makan rutin
25/08/2024;20:22;Pengeluaran;Makan Malam;29000;Makan rutin
26/08/2024;06:25;Pengeluaran;Makan Pagi;26000;Makan rutin
26/08/2024;07:50;Pengeluaran;Transportasi Umum;24000;Transportasi alternatif
26/08/2024;09:31;Pengeluaran;Bensin;53000;Pengisian bensin mingguan
26/08/2024;13:15;Pengeluaran;Makan Siang;19000;Makan rutin
26/08/2024;18:52;Pengeluaran;Makan Malam;26000;Makan rutin
27/08/2024;06:12;Pengeluaran;Makan Pagi;22000;Makan rutin
27/08/2024;11:38;Pengeluaran;Makan Siang;18000;Makan rutin
27/08/2024;18:14;Pengeluaran;Makan Malam;29000;Makan rutin
28/08/2024;06:17;Pengeluaran;Makan Pagi;24000;Makan rutin
28/08/2024;12:14;Pengeluaran;Makan Siang;20000;Makan rutin
28/08/2024;20:03;Pengeluaran;Makan Malam;17000;Makan rutin
29/08/2024;06:02;Pengeluaran;Makan Pagi;22000;Makan rutin
29/08/2024;11:10;Pengeluaran;Makan Siang;23000;Makan rutin
29/08/2024;19:18;Pengeluaran;Makan Malam;23000;Makan rutin
30/08/2024;06:31;Pengeluaran;Makan Pagi;18000;Makan rutin
30/08/2024;11:28;Pengeluaran;Makan Siang;17000;Makan rutin
30/08/2024;18:23;Pengeluaran;Makan Malam;18000;Makan rutin
31/08/2024;07:43;Pengeluaran;Makan Pagi;22000;Makan rutin
31/08/2024;12:56;Pengeluaran;Makan Siang;23000;Makan rutin
31/08/2024;19:04;Pengeluaran;Makan Malam;25000;Makan rutin
01/09/2024;08:04;Pemasukan;Gaji;4000000;Gaji bulanan
01/09/2024;08:07;Pengeluaran;Makan Pagi;24000;Makan rutin
01/09/2024;11:12;Pengeluaran;Makan Siang;16000;Makan rutin
01/09/2024;17:21;Pengeluaran;Belanja Bulanan;308000;Belanja kebutuhan bulanan
01/09/2024;18:21;Pengeluaran;Makan Malam;20000;Makan rutin
02/09/2024;06:49;Pengeluaran;Makan Pagi;17000;Makan rutin
02/09/2024;09:55;Pengeluaran;Bensin;66000;Pengisian bensin mingguan
02/09/2024;11:22;Pengeluaran;Makan Siang;20000;Makan rutin
02/09/2024;18:07;Pengeluaran;Makan Malam;26000;Makan rutin
03/09/2024;08:41;Pengeluaran;Makan Pagi;20000;Makan rutin
03/09/2024;12:07;Pengeluaran;Makan Siang;26000;Makan rutin
03/09/2024;20:15;Pengeluaran;Makan Malam;20000;Makan rutin
04/09/2024;07:05;Pengeluaran;Makan Pagi;26000;Makan rutin
04/09/2024;12:16;Pengeluaran;Makan Siang;28000;Makan rutin
04/09/2024;18:04;Pengeluaran;Makan Malam;15000;Makan rutin
05/09/2024;08:36;Pengeluaran;Makan Pagi;19000;Makan rutin
05/09/2024;11:42;Pengeluaran;Makan Siang;20000;Makan rutin
05/09/2024;12:19;Pengeluaran;Listrik Kos;174000;Tagihan listrik kos
05/09/2024;20:05;Pengeluaran;Makan Malam;16000;Makan rutin
06/09/2024;07:53;Pengeluaran;Makan Pagi;29000;Makan rutin
06/09/2024;11:47;Pengeluaran;Makan Siang;24000;Makan rutin
06/09/2024;20:23;Pengeluaran;Makan Malam;29000;Makan rutin
07/09/2024;07:48;Pengeluaran;Makan Pagi;16000;Makan rutin
07/09/2024;12:19;Pengeluaran;Makan Siang;27000;Makan rutin
07/09/2024;20:03;Pengeluaran;Makan Malam;23000;Makan rutin
08/09/2024;07:27;Pengeluaran;Transportasi Umum;24000;Transportasi alternatif
08/09/2024;07:54;Pengeluaran;Makan Pagi;23000;Makan rutin
08/09/2024;13:02;Pengeluaran;Makan Siang;28000;Makan rutin
08/09/2024;14:10;Pengeluaran;Rekreasi;291000;Jalan-jalan weekend
08/09/2024;18:01;Pengeluaran;Makan Malam;17000;Makan rutin
09/09/2024;08:10;Pengeluaran;Makan Pagi;15000;Makan rutin
09/09/2024;09:42;Pengeluaran;Bensin;66000;Pengisian bensin mingguan
09/09/2024;11:02;Pengeluaran;Makan Siang;28000;Makan rutin
09/09/2024;19:23;Pengeluaran;Makan Malam;24000;Makan rutin
10/09/2024;07:46;Pengeluaran;Makan Pagi;16000;Makan rutin
10/09/2024;13:00;Pengeluaran;Makan Siang;26000;Makan rutin
10/09/2024;19:33;Pengeluaran;Makan Malam;23000;Makan rutin
11/09/2024;08:09;Pengeluaran;Makan Pagi;17000;Makan rutin
11/09/2024;13:11;Pengeluaran;Makan Siang;28000;Makan rutin
11/09/2024;20:35;Pengeluaran;Makan Malam;26000;Makan rutin
12/09/2024;08:35;Pengeluaran;Makan Pagi;19000;Makan rutin
12/09/2024;12:25;Pengeluaran;Makan Siang;24000;Makan rutin
12/09/2024;20:57;Pengeluaran;Makan Malam;24000;Makan rutin
13/09/2024;06:06;Pengeluaran;Makan Pagi;20000;Makan rutin
13/09/2024;12:03;Pengeluaran;Makan Siang;15000;Makan rutin
13/09/2024;18:46;Pengeluaran;Makan Malam;23000;Makan rutin
14/09/2024;07:08;Pengeluaran;Transportasi Umum;16000;Transportasi alternatif
14/09/2024;08:11;Pengeluaran;Makan Pagi;25000;Makan rutin
14/09/2024;13:19;Pengeluaran;Makan Siang;24000;Makan rutin
14/09/2024;20:21;Pengeluaran;Makan Malam;26000;Makan rutin
15/09/2024;08:34;Pengeluaran;Makan Pagi;20000;Makan rutin
15/09/2024;12:49;Pengeluaran;Makan Siang;24000;Makan rutin
15/09/2024;18:07;Pengeluaran;Makan Malam;19000;Makan rutin
16/09/2024;08:49;Pengeluaran;Makan Pagi;24000;Makan rutin
16/09/2024;11:03;Pengeluaran;Bensin;60000;Pengisian bensin mingguan
16/09/2024;13:41;Pengeluaran;Makan Siang;17000;Makan rutin
16/09/2024;20:50;Pengeluaran;Makan Malam;18000;Makan rutin
17/09/2024;07:08;Pengeluaran;Transportasi Umum;28000;Transportasi alternatif
17/09/2024;08:52;Pengeluaran;Makan Pagi;17000;Makan rutin
17/09/2024;11:31;Pengeluaran;Makan Siang;29000;Makan rutin
17/09/2024;20:57;Pengeluaran;Makan Malam;28000;Makan rutin
18/09/2024;08:25;Pengeluaran;Makan Pagi;24000;Makan rutin
18/09/2024;13:11;Pengeluaran;Makan Siang;23000;Makan rutin
18/09/2024;18:13;Pengeluaran;Makan Malam;25000;Makan rutin
19/09/2024;06:06;Pengeluaran;Makan Pagi;16000;Makan rutin
19/09/2024;08:56;Pengeluaran;Transportasi Umum;14000;Transportasi alternatif
19/09/2024;11:05;Pengeluaran;Makan Siang;19000;Makan rutin
19/09/2024;19:03;Pengeluaran;Makan Malam;15000;Makan rutin
20/09/2024;08:24;Pengeluaran;Makan Pagi;28000;Makan rutin
20/09/2024;12:10;Pengeluaran;Makan Siang;24000;Makan rutin
20/09/2024;19:36;Pengeluaran;Makan Malam;16000;Makan rutin
21/09/2024;06:10;Pengeluaran;Makan Pagi;26000;Makan rutin
21/09/2024;11:36;Pengeluaran;Makan Siang;25000;Makan rutin
21/09/2024;19:22;Pengeluaran;Makan Malam;22000;Makan rutin
22/09/2024;08:55;Pengeluaran;Makan Pagi;15000;Makan rutin
22/09/2024;11:06;Pengeluaran;Makan Siang;26000;Makan rutin
22/09/2024;19:58;Pengeluaran;Makan Malam;19000;Makan rutin
23/09/2024;08:48;Pengeluaran;Makan Pagi;26000;Makan rutin
23/09/2024;09:57;Pengeluaran;Bensin;60000;Pengisian bensin mingguan
23/09/2024;12:28;Pengeluaran;Makan Siang;25000;Makan rutin
23/09/2024;18:16;Pengeluaran;Makan Malam;19000;Makan rutin
24/09/2024;08:03;Pengeluaran;Makan Pagi;26000;Makan rutin
24/09/2024;11:11;Pengeluaran;Makan Siang;25000;Makan rutin
24/09/2024;19:56;Pengeluaran;Makan Malam;22000;Makan rutin
25/09/2024;07:59;Pengeluaran;Makan Pagi;25000;Makan rutin
25/09/2024;12:50;Pengeluaran;Makan Siang;24000;Makan rutin
25/09/2024;18:54;Pengeluaran;Makan Malam;25000;Makan rutin
26/09/2024;07:42;Pengeluaran;Makan Pagi;18000;Makan rutin
26/09/2024;11:28;Pengeluaran;Makan Siang;19000;Makan rutin
26/09/2024;18:49;Pengeluaran;Makan Malam;21000;Makan rutin
27/09/2024;08:40;Pengeluaran;Makan Pagi;27000;Makan rutin
27/09/2024;13:16;Pengeluaran;Makan Siang;18000;Makan rutin
27/09/2024;19:55;Pengeluaran;Makan Malam;26000;Makan rutin
28/09/2024;07:38;Pengeluaran;Makan Pagi;15000;Makan rutin
28/09/2024;11:27;Pengeluaran;Rekreasi;142000;Jalan-jalan weekend
28/09/2024;12:56;Pengeluaran;Makan Siang;25000;Makan rutin
28/09/2024;18:59;Pengeluaran;Makan Malam;21000;Makan rutin
29/09/2024;07:47;Pengeluaran;Makan Pagi;20000;Makan rutin
29/09/2024;13:13;Pengeluaran;Makan Siang;22000;Makan rutin
29/09/2024;20:40;Pengeluaran;Makan Malam;29000;Makan rutin
30/09/2024;06:40;Pengeluaran;Makan Pagi;22000;Makan rutin
30/09/2024;10:24;Pengeluaran;Bensin;61000;Pengisian bensin mingguan
30/09/2024;13:37;Pengeluaran;Makan Siang;27000;Makan rutin
30/09/2024;19:20;Pengeluaran;Makan Malam;25000;Makan rutin
01/10/2024;07:35;Pengeluaran;Makan Pagi;15000;Makan rutin
01/10/2024;08:18;Pemasukan;Gaji;4000000;Gaji bulanan
01/10/2024;12:37;Pengeluaran;Makan Siang;18000;Makan rutin
01/10/2024;19:43;Pengeluaran;Makan Malam;19000;Makan rutin
01/10/2024;19:45;Pengeluaran;Belanja Bulanan;327000;Belanja kebutuhan bulanan
02/10/2024;06:27;Pengeluaran;Makan Pagi;22000;Makan rutin
02/10/2024;13:42;Pengeluaran;Makan Siang;16000;Makan rutin
02/10/2024;20:10;Pengeluaran;Makan Malam;26000;Makan rutin
03/10/2024;08:28;Pengeluaran;Makan Pagi;20000;Makan rutin
03/10/2024;11:30;Pengeluaran;Makan Siang;19000;Makan rutin
03/10/2024;20:15;Pengeluaran;Makan Malam;20000;Makan rutin
04/10/2024;07:51;Pengeluaran;Makan Pagi;26000;Makan rutin
04/10/2024;12:25;Pengeluaran;Makan Siang;22000;Makan rutin
04/10/2024;20:41;Pengeluaran;Makan Malam;29000;Makan rutin
05/10/2024;06:27;Pengeluaran;Makan Pagi;22000;Makan rutin
05/10/2024;11:58;Pengeluaran;Listrik Kos;205000;Tagihan listrik kos
05/10/2024;13:28;Pengeluaran;Makan Siang;20000;Makan rutin
05/10/2024;19:56;Pengeluaran;Makan Malam;26000;Makan rutin
06/10/2024;06:29;Pengeluaran;Makan Pagi;25000;Makan rutin
06/10/2024;11:51;Pengeluaran;Makan Siang;21000;Makan rutin
06/10/2024;12:49;Pengeluaran;Rekreasi;217000;Jalan-jalan weekend
06/10/2024;20:47;Pengeluaran;Makan Malam;18000;Makan rutin
07/10/2024;07:32;Pengeluaran;Makan Pagi;27000;Makan rutin
07/10/2024;09:25;Pengeluaran;Bensin;64000;Pengisian bensin mingguan
07/10/2024;11:46;Pengeluaran;Makan Siang;15000;Makan rutin
07/10/2024;20:50;Pengeluaran;Makan Malam;28000;Makan rutin
08/10/2024;07:37;Pengeluaran;Makan Pagi;21000;Makan rutin
08/10/2024;11:40;Pengeluaran;Makan Siang;20000;Makan rutin
08/10/2024;18:59;Pengeluaran;Makan Malam;25000;Makan rutin
09/10/2024;08:33;Pengeluaran;Makan Pagi;18000;Makan rutin
09/10/2024;13:04;Pengeluaran;Makan Siang;17000;Makan rutin
09/10/2024;18:26;Pengeluaran;Makan Malam;15000;Makan rutin
10/10/2024;07:19;Pengeluaran;Makan Pagi;15000;Makan rutin
10/10/2024;07:19;Pengeluaran;Transportasi Umum;15000;Transportasi alternatif
10/10/2024;12:12;Pengeluaran;Makan Siang;18000;Makan rutin
10/10/2024;19:37;Pengeluaran;Makan Malam;27000;Makan rutin
11/10/2024;06:35;Pengeluaran;Makan Pagi;22000;Makan rutin
11/10/2024;12:32;Pengeluaran;Makan Siang;19000;Makan rutin
11/10/2024;18:00;Pengeluaran;Makan Malam;25000;Makan rutin
12/10/2024;06:24;Pengeluaran;Makan Pagi;19000;Makan rutin
12/10/2024;08:06;Pengeluaran;Transportasi Umum;15000;Transportasi alternatif
12/10/2024;11:53;Pengeluaran;Makan Siang;16000;Makan rutin
12/10/2024;18:48;Pengeluaran;Makan Malam;22000;Makan rutin
13/10/2024;07:46;Pengeluaran;Makan Pagi;29000;Makan rutin
13/10/2024;13:08;Pengeluaran;Makan Siang;17000;Makan rutin
13/10/2024;19:55;Pengeluaran;Makan Malam;16000;Makan rutin
14/10/2024;06:36;Pengeluaran;Makan Pagi;16000;Makan rutin
14/10/2024;09:58;Pengeluaran;Bensin;55000;Pengisian bensin mingguan
14/10/2024;12:37;Pengeluaran;Makan Siang;18000;Makan rutin
14/10/2024;19:14;Pengeluaran;Makan Malam;17000;Makan rutin
15/10/2024;07:04;Pengeluaran;Makan Pagi;15000;Makan rutin
15/10/2024;12:00;Pengeluaran;Makan Siang;24000;Makan rutin
15/10/2024;18:36;Pengeluaran;Makan Malam;17000;Makan rutin
16/10/2024;07:34;Pengeluaran;Makan Pagi;29000;Makan rutin
16/10/2024;13:47;Pengeluaran;Makan Siang;16000;Makan rutin
16/10/2024;19:00;Pengeluaran;Makan Malam;17000;Makan rutin
17/10/2024;08:14;Pengeluaran;Makan Pagi;28000;Makan rutin
17/10/2024;11:37;Pengeluaran;Makan Siang;17000;Makan rutin
17/10/2024;19:31;Pengeluaran;Makan Malam;23000;Makan rutin
18/10/2024;07:44;Pengeluaran;Makan Pagi;15000;Makan rutin
18/10/2024;12:09;Pengeluaran;Makan Siang;19000;Makan rutin
18/10/2024;19:47;Pengeluaran;Makan Malam;27000;Makan rutin
19/10/2024;07:39;Pengeluaran;Makan Pagi;25000;Makan rutin
19/10/2024;11:56;Pengeluaran;Rekreasi;182000;Jalan-jalan weekend
19/10/2024;13:26;Pengeluaran;Makan Siang;20000;Makan rutin
19/10/2024;19:28;Pengeluaran;Makan Malam;19000;Makan rutin
20/10/2024;07:00;Pengeluaran;Makan Pagi;28000;Makan rutin
20/10/2024;08:39;Pengeluaran;Transportasi Umum;13000;Transportasi alternatif
20/10/2024;12:15;Pengeluaran;Makan Siang;22000;Makan rutin
20/10/2024;18:58;Pengeluaran;Makan Malam;18000;Makan rutin
21/10/2024;07:25;Pengeluaran;Makan Pagi;20000;Makan rutin
21/10/2024;09:18;Pengeluaran;Bensin;61000;Pengisian bensin mingguan
21/10/2024;09:45;Pengeluaran;Transportasi Umum;26000;Transportasi alternatif
21/10/2024;13:00;Pengeluaran;Makan Siang;24000;Makan rutin
21/10/2024;19:51;Pengeluaran;Makan Malam;24000;Makan rutin
22/10/2024;08:47;Pengeluaran;Makan Pagi;22000;Makan rutin
22/10/2024;12:55;Pengeluaran;Makan Siang;20000;Makan rutin
22/10/2024;20:44;Pengeluaran;Makan Malam;16000;Makan rutin
23/10/2024;07:33;Pengeluaran;Makan Pagi;26000;Makan rutin
23/10/2024;11:26;Pengeluaran;Makan Siang;20000;Makan rutin
23/10/2024;18:23;Pengeluaran;Makan Malam;24000;Makan rutin
24/10/2024;06:15;Pengeluaran;Makan Pagi;28000;Makan rutin
24/10/2024;09:37;Pengeluaran;Transportasi Umum;16000;Transportasi alternatif
24/10/2024;13:57;Pengeluaran;Makan Siang;18000;Makan rutin
24/10/2024;18:07;Pengeluaran;Makan Malam;26000;Makan rutin
25/10/2024;07:43;Pengeluaran;Makan Pagi;29000;Makan rutin
25/10/2024;13:27;Pengeluaran;Makan Siang;25000;Makan rutin
25/10/2024;18:39;Pengeluaran;Makan Malam;27000;Makan rutin
26/10/2024;06:17;Pengeluaran;Makan Pagi;29000;Makan rutin
26/10/2024;11:40;Pengeluaran;Makan Siang;20000;Makan rutin
26/10/2024;19:39;Pengeluaran;Makan Malam;21000;Makan rutin
27/10/2024;07:32;Pengeluaran;Makan Pagi;15000;Makan rutin
27/10/2024;10:50;Pengeluaran;Rekreasi;172000;Jalan-jalan weekend
27/10/2024;11:17;Pengeluaran;Makan Siang;25000;Makan rutin
27/10/2024;19:43;Pengeluaran;Makan Malam;20000;Makan rutin
28/10/2024;06:00;Pengeluaran;Makan Pagi;19000;Makan rutin
28/10/2024;10:42;Pengeluaran;Bensin;66000;Pengisian bensin mingguan
28/10/2024;12:41;Pengeluaran;Makan Siang;28000;Makan rutin
28/10/2024;19:15;Pengeluaran;Makan Malam;15000;Makan rutin
29/10/2024;07:33;Pengeluaran;Makan Pagi;23000;Makan rutin
29/10/2024;11:12;Pengeluaran;Makan Siang;29000;Makan rutin
29/10/2024;20:57;Pengeluaran;Makan Malam;23000;Makan rutin
30/10/2024;07:47;Pengeluaran;Makan Pagi;19000;Makan rutin
30/10/2024;11:24;Pengeluaran;Makan Siang;19000;Makan rutin
30/10/2024;20:37;Pengeluaran;Makan Malam;16000;Makan rutin
31/10/2024;06:32;Pengeluaran;Makan Pagi;24000;Makan rutin
31/10/2024;12:56;Pengeluaran;Makan Siang;27000;Makan rutin
31/10/2024;19:48;Pengeluaran;Makan Malam;25000;Makan rutin
01/11/2024;08:47;Pengeluaran;Makan Pagi;35000;Makan rutin
01/11/2024;09:46;Pemasukan;Gaji;4000000;Gaji bulanan
01/11/2024;12:51;Pengeluaran;Makan Siang;42000;Makan rutin
01/11/2024;16:05;Pengeluaran;Belanja Bulanan;787000;Belanja kebutuhan bulanan
01/11/2024;20:57;Pengeluaran;Makan Malam;43000;Makan rutin
02/11/2024;06:39;Pengeluaran;Makan Pagi;41000;Makan rutin
02/11/2024;13:01;Pengeluaran;Makan Siang;36000;Makan rutin
02/11/2024;19:43;Pengeluaran;Makan Malam;37000;Makan rutin
03/11/2024;07:51;Pengeluaran;Makan Pagi;38000;Makan rutin
03/11/2024;11:05;Pengeluaran;Makan Siang;43000;Makan rutin
03/11/2024;18:23;Pengeluaran;Makan Malam;38000;Makan rutin
04/11/2024;07:18;Pengeluaran;Makan Pagi;38000;Makan rutin
04/11/2024;10:15;Pengeluaran;Bensin;88000;Pengisian bensin mingguan
04/11/2024;12:02;Pengeluaran;Makan Siang;39000;Makan rutin
04/11/2024;18:00;Pengeluaran;Makan Malam;35000;Makan rutin
05/11/2024;08:09;Pengeluaran;Makan Pagi;39000;Makan rutin
05/11/2024;12:18;Pengeluaran;Listrik Kos;311000;Tagihan listrik kos
05/11/2024;12:37;Pengeluaran;Makan Siang;42000;Makan rutin
05/11/2024;20:08;Pengeluaran;Makan Malam;40000;Makan rutin
06/11/2024;06:36;Pengeluaran;Makan Pagi;42000;Makan rutin
06/11/2024;12:26;Pengeluaran;Makan Siang;38000;Makan rutin
06/11/2024;20:42;Pengeluaran;Makan Malam;39000;Makan rutin
07/11/2024;07:46;Pengeluaran;Makan Pagi;42000;Makan rutin
07/11/2024;13:13;Pengeluaran;Makan Siang;37000;Makan rutin
07/11/2024;20:18;Pengeluaran;Makan Malam;36000;Makan rutin
08/11/2024;08:09;Pengeluaran;Makan Pagi;39000;Makan rutin
08/11/2024;13:47;Pengeluaran;Makan Siang;39000;Makan rutin
08/11/2024;20:55;Pengeluaran;Makan Malam;38000;Makan rutin
09/11/2024;06:13;Pengeluaran;Makan Pagi;35000;Makan rutin
09/11/2024;12:25;Pengeluaran;Makan Siang;43000;Makan rutin
